	child	parent
Cell_31126	-1.0	-1.0
Cell_31127	-1.0	-1.0
Cell_31128	-1.0	-1.0
Cell_31129	-1.0	-1.0
Cell_31130	-1.0	-1.0
Cell_31131	-1.0	-1.0
Cell_31132	-1.0	-1.0
Cell_31133	-1.0	-1.0
Cell_31134	-1.0	-1.0
Cell_31135	-1.0	-1.0
Cell_31136	-1.0	-1.0
Cell_31137	-1.0	-1.0
Cell_31138	-1.0	-1.0
Cell_31139	-1.0	-1.0
Cell_31140	-1.0	-1.0
Cell_31141	-1.0	-1.0
Cell_31142	-1.0	-1.0
Cell_31143	-1.0	-1.0
Cell_31144	-1.0	-1.0
Cell_31145	-1.0	-1.0
Cell_31146	-1.0	-1.0
Cell_31147	-1.0	-1.0
Cell_31148	-1.0	-1.0
Cell_31149	-1.0	-1.0
Cell_31150	-1.0	-1.0
Cell_31151	-1.0	-1.0
Cell_31152	-1.0	-1.0
Cell_31153	-1.0	-1.0
Cell_31154	-1.0	-1.0
Cell_31155	-1.0	-1.0
Cell_31156	-1.0	-1.0
Cell_31157	-1.0	-1.0
Cell_31158	-1.0	-1.0
Cell_31159	-1.0	-1.0
Cell_31160	-1.0	-1.0
Cell_31161	-1.0	-1.0
Cell_31162	-1.0	-1.0
Cell_31163	-1.0	-1.0
Cell_31164	-1.0	-1.0
Cell_31165	-1.0	-1.0
Cell_31166	-1.0	-1.0
Cell_31167	-1.0	-1.0
Cell_31168	-1.0	-1.0
Cell_31169	-1.0	-1.0
Cell_31170	-1.0	-1.0
Cell_31171	-1.0	-1.0
Cell_31172	-1.0	-1.0
Cell_31173	-1.0	-1.0
Cell_31174	-1.0	-1.0
Cell_31175	-1.0	-1.0
Cell_31176	-1.0	-1.0
Cell_31177	-1.0	-1.0
Cell_31178	-1.0	-1.0
Cell_31179	-1.0	-1.0
Cell_31180	-1.0	-1.0
Cell_31181	-1.0	-1.0
Cell_31182	-1.0	-1.0
Cell_31183	-1.0	-1.0
Cell_31184	-1.0	-1.0
Cell_31185	-1.0	-1.0
Cell_31186	-1.0	-1.0
Cell_31187	-1.0	-1.0
Cell_31188	-1.0	-1.0
Cell_31189	-1.0	-1.0
Cell_31190	-1.0	-1.0
Cell_31191	-1.0	-1.0
Cell_31192	-1.0	-1.0
Cell_31193	-1.0	-1.0
Cell_31194	-1.0	-1.0
Cell_31195	-1.0	-1.0
Cell_31196	-1.0	-1.0
Cell_31197	-1.0	-1.0
Cell_31198	-1.0	-1.0
Cell_31199	-1.0	-1.0
Cell_31200	-1.0	-1.0
Cell_31201	-1.0	-1.0
Cell_31202	-1.0	-1.0
Cell_31203	-1.0	-1.0
Cell_31204	-1.0	-1.0
Cell_31205	-1.0	-1.0
Cell_31206	-1.0	-1.0
Cell_31207	-1.0	-1.0
Cell_31208	-1.0	-1.0
Cell_31209	-1.0	-1.0
Cell_31210	-1.0	-1.0
Cell_31211	-1.0	-1.0
Cell_31212	-1.0	-1.0
Cell_31213	-1.0	-1.0
Cell_31214	-1.0	-1.0
Cell_31215	-1.0	-1.0
Cell_31216	-1.0	-1.0
Cell_31217	-1.0	-1.0
Cell_31218	-1.0	-1.0
Cell_31219	-1.0	-1.0
Cell_31220	-1.0	-1.0
Cell_31221	-1.0	-1.0
Cell_31222	-1.0	-1.0
Cell_31223	-1.0	-1.0
Cell_31224	-1.0	-1.0
Cell_31225	-1.0	-1.0
Cell_31226	-1.0	-1.0
Cell_31227	-1.0	-1.0
Cell_31228	-1.0	-1.0
Cell_31229	-1.0	-1.0
Cell_31230	-1.0	-1.0
Cell_31231	-1.0	-1.0
Cell_31232	-1.0	-1.0
Cell_31233	-1.0	-1.0
Cell_31234	-1.0	-1.0
Cell_31235	-1.0	-1.0
Cell_31236	-1.0	-1.0
Cell_31237	-1.0	-1.0
Cell_31238	-1.0	-1.0
Cell_31239	-1.0	-1.0
Cell_31240	-1.0	-1.0
Cell_31241	-1.0	-1.0
Cell_31242	-1.0	-1.0
Cell_31243	-1.0	-1.0
Cell_31244	-1.0	-1.0
Cell_31245	-1.0	-1.0
Cell_31246	-1.0	-1.0
Cell_31247	-1.0	-1.0
Cell_31248	-1.0	-1.0
Cell_31249	-1.0	-1.0
Cell_31250	-1.0	-1.0
Cell_31251	-1.0	-1.0
Cell_31252	-1.0	-1.0
Cell_31253	-1.0	-1.0
Cell_31254	-1.0	-1.0
Cell_31255	-1.0	-1.0
Cell_31256	-1.0	-1.0
Cell_31257	-1.0	-1.0
Cell_31258	-1.0	-1.0
Cell_31259	-1.0	-1.0
Cell_31260	-1.0	-1.0
Cell_31261	-1.0	-1.0
Cell_31262	-1.0	-1.0
Cell_31263	-1.0	-1.0
Cell_31264	-1.0	-1.0
Cell_31265	-1.0	-1.0
Cell_31266	-1.0	-1.0
Cell_31267	-1.0	-1.0
Cell_31268	-1.0	-1.0
Cell_31269	-1.0	-1.0
Cell_31270	-1.0	-1.0
Cell_31271	-1.0	-1.0
Cell_31272	-1.0	-1.0
Cell_31273	-1.0	-1.0
Cell_31274	-1.0	-1.0
Cell_31275	-1.0	-1.0
Cell_31276	-1.0	-1.0
Cell_31277	-1.0	-1.0
Cell_31278	-1.0	-1.0
Cell_31279	-1.0	-1.0
Cell_31280	-1.0	-1.0
Cell_31281	-1.0	-1.0
Cell_31282	-1.0	-1.0
Cell_31283	-1.0	-1.0
Cell_31284	-1.0	-1.0
Cell_31285	-1.0	-1.0
Cell_31286	-1.0	-1.0
Cell_31287	-1.0	-1.0
Cell_31288	-1.0	-1.0
Cell_31289	-1.0	-1.0
Cell_31290	-1.0	-1.0
Cell_31291	-1.0	-1.0
Cell_31292	-1.0	-1.0
Cell_31293	-1.0	-1.0
Cell_31294	-1.0	-1.0
Cell_31295	-1.0	-1.0
Cell_31296	-1.0	-1.0
Cell_31297	-1.0	-1.0
Cell_31298	-1.0	-1.0
Cell_31299	-1.0	-1.0
Cell_31300	-1.0	-1.0
Cell_31301	-1.0	-1.0
Cell_31302	-1.0	-1.0
Cell_31303	-1.0	-1.0
Cell_31304	-1.0	-1.0
Cell_31305	-1.0	-1.0
Cell_31306	-1.0	-1.0
Cell_31307	-1.0	-1.0
Cell_31308	-1.0	-1.0
Cell_31309	-1.0	-1.0
Cell_31310	-1.0	-1.0
Cell_31311	-1.0	-1.0
Cell_31312	-1.0	-1.0
Cell_31313	-1.0	-1.0
Cell_31314	-1.0	-1.0
Cell_31315	-1.0	-1.0
Cell_31316	-1.0	-1.0
Cell_31317	-1.0	-1.0
Cell_31318	-1.0	-1.0
Cell_31319	-1.0	-1.0
Cell_31320	-1.0	-1.0
Cell_31321	-1.0	-1.0
Cell_31322	-1.0	-1.0
Cell_31323	-1.0	-1.0
Cell_31324	-1.0	-1.0
Cell_31325	-1.0	-1.0
Cell_31326	-1.0	-1.0
Cell_31327	-1.0	-1.0
Cell_31328	-1.0	-1.0
Cell_31329	-1.0	-1.0
Cell_31330	-1.0	-1.0
Cell_31331	-1.0	-1.0
Cell_31332	-1.0	-1.0
Cell_31333	-1.0	-1.0
Cell_31334	-1.0	-1.0
Cell_31335	-1.0	-1.0
Cell_31336	-1.0	-1.0
Cell_31337	-1.0	-1.0
Cell_31338	-1.0	-1.0
Cell_31339	-1.0	-1.0
Cell_31340	-1.0	-1.0
Cell_31341	-1.0	-1.0
Cell_31342	-1.0	-1.0
Cell_31343	-1.0	-1.0
Cell_31344	-1.0	-1.0
Cell_31345	-1.0	-1.0
Cell_31346	-1.0	-1.0
Cell_31347	-1.0	-1.0
Cell_31348	-1.0	-1.0
Cell_31349	-1.0	-1.0
Cell_31350	-1.0	-1.0
Cell_31351	-1.0	-1.0
Cell_31352	-1.0	-1.0
Cell_31353	-1.0	-1.0
Cell_31354	-1.0	-1.0
Cell_31355	-1.0	-1.0
Cell_31356	-1.0	-1.0
Cell_31357	-1.0	-1.0
Cell_31358	-1.0	-1.0
Cell_31359	-1.0	-1.0
Cell_31360	-1.0	-1.0
Cell_31361	-1.0	-1.0
Cell_31362	-1.0	-1.0
Cell_31363	-1.0	-1.0
Cell_31364	-1.0	-1.0
Cell_31365	-1.0	-1.0
Cell_31366	-1.0	-1.0
Cell_31367	-1.0	-1.0
Cell_31368	-1.0	-1.0
Cell_31369	-1.0	-1.0
Cell_31370	-1.0	-1.0
Cell_31371	-1.0	-1.0
Cell_31372	-1.0	-1.0
Cell_31373	-1.0	-1.0
Cell_31374	-1.0	-1.0
Cell_31375	-1.0	-1.0
Cell_31376	-1.0	-1.0
Cell_31377	-1.0	-1.0
Cell_31378	-1.0	-1.0
Cell_31379	-1.0	-1.0
Cell_31380	-1.0	-1.0
Cell_31381	-1.0	-1.0
Cell_31382	-1.0	-1.0
Cell_31383	-1.0	-1.0
Cell_31384	-1.0	-1.0
Cell_31385	-1.0	-1.0
Cell_31386	-1.0	-1.0
Cell_31387	-1.0	-1.0
Cell_31388	-1.0	-1.0
Cell_31389	-1.0	-1.0
Cell_31390	-1.0	-1.0
Cell_31391	-1.0	-1.0
Cell_31392	-1.0	-1.0
Cell_31393	-1.0	-1.0
Cell_31394	-1.0	-1.0
Cell_31395	-1.0	-1.0
Cell_31396	-1.0	-1.0
Cell_31397	-1.0	-1.0
Cell_31398	-1.0	-1.0
Cell_31399	-1.0	-1.0
Cell_31400	-1.0	-1.0
Cell_31401	-1.0	-1.0
Cell_31402	-1.0	-1.0
Cell_31403	-1.0	-1.0
Cell_31404	-1.0	-1.0
Cell_31405	-1.0	-1.0
Cell_31406	-1.0	-1.0
Cell_31407	-1.0	-1.0
Cell_31408	-1.0	-1.0
Cell_31409	-1.0	-1.0
Cell_31410	-1.0	-1.0
Cell_31411	-1.0	-1.0
Cell_31412	-1.0	-1.0
Cell_31413	-1.0	-1.0
Cell_31414	-1.0	-1.0
Cell_31415	-1.0	-1.0
Cell_31416	-1.0	-1.0
Cell_31417	-1.0	-1.0
Cell_31418	-1.0	-1.0
Cell_31419	-1.0	-1.0
Cell_31420	-1.0	-1.0
Cell_31421	-1.0	-1.0
Cell_31422	-1.0	-1.0
Cell_31423	-1.0	-1.0
Cell_31424	-1.0	-1.0
Cell_31425	-1.0	-1.0
Cell_31426	-1.0	-1.0
Cell_31427	-1.0	-1.0
Cell_31428	-1.0	-1.0
Cell_31429	-1.0	-1.0
Cell_31430	-1.0	-1.0
Cell_31431	-1.0	-1.0
Cell_31432	-1.0	-1.0
Cell_31433	-1.0	-1.0
Cell_31434	-1.0	-1.0
Cell_31435	-1.0	-1.0
Cell_31436	-1.0	-1.0
Cell_31437	-1.0	-1.0
Cell_31438	-1.0	-1.0
Cell_31439	-1.0	-1.0
Cell_31440	-1.0	-1.0
Cell_31441	-1.0	-1.0
Cell_31442	-1.0	-1.0
Cell_31443	-1.0	-1.0
Cell_31444	-1.0	-1.0
Cell_31445	-1.0	-1.0
Cell_31446	-1.0	-1.0
Cell_31447	-1.0	-1.0
Cell_31448	-1.0	-1.0
Cell_31449	-1.0	-1.0
Cell_31450	-1.0	-1.0
Cell_31451	-1.0	-1.0
Cell_31452	-1.0	-1.0
Cell_31453	-1.0	-1.0
Cell_31454	-1.0	-1.0
Cell_31455	-1.0	-1.0
Cell_31456	-1.0	-1.0
Cell_31457	-1.0	-1.0
Cell_31458	-1.0	-1.0
Cell_31459	-1.0	-1.0
Cell_31460	-1.0	-1.0
Cell_31461	-1.0	-1.0
Cell_31462	-1.0	-1.0
Cell_31463	-1.0	-1.0
Cell_31464	-1.0	-1.0
Cell_31465	-1.0	-1.0
Cell_31466	-1.0	-1.0
Cell_31467	-1.0	-1.0
Cell_31468	-1.0	-1.0
Cell_31469	-1.0	-1.0
Cell_31470	-1.0	-1.0
Cell_31471	-1.0	-1.0
Cell_31472	-1.0	-1.0
Cell_31473	-1.0	-1.0
Cell_31474	-1.0	-1.0
Cell_31475	-1.0	-1.0
Cell_31476	-1.0	-1.0
Cell_31477	-1.0	-1.0
Cell_31478	-1.0	-1.0
Cell_31479	-1.0	-1.0
Cell_31480	-1.0	-1.0
Cell_31481	-1.0	-1.0
Cell_31482	-1.0	-1.0
Cell_31483	-1.0	-1.0
Cell_31484	-1.0	-1.0
Cell_31485	-1.0	-1.0
Cell_31486	-1.0	-1.0
Cell_31487	-1.0	-1.0
Cell_31488	-1.0	-1.0
Cell_31489	-1.0	-1.0
Cell_31490	-1.0	-1.0
Cell_31491	-1.0	-1.0
Cell_31492	-1.0	-1.0
Cell_31493	-1.0	-1.0
Cell_31494	-1.0	-1.0
Cell_31495	-1.0	-1.0
Cell_31496	-1.0	-1.0
Cell_31497	-1.0	-1.0
Cell_31498	-1.0	-1.0
Cell_31499	-1.0	-1.0
Cell_31500	-1.0	-1.0
Cell_31501	-1.0	-1.0
Cell_31502	-1.0	-1.0
Cell_31503	-1.0	-1.0
Cell_31504	-1.0	-1.0
Cell_31505	-1.0	-1.0
Cell_31506	-1.0	-1.0
Cell_31507	-1.0	-1.0
Cell_31508	-1.0	-1.0
Cell_31509	-1.0	-1.0
Cell_31510	-1.0	-1.0
Cell_31511	-1.0	-1.0
Cell_31512	-1.0	-1.0
Cell_31513	-1.0	-1.0
Cell_31514	-1.0	-1.0
Cell_31515	-1.0	-1.0
Cell_31516	-1.0	-1.0
Cell_31517	-1.0	-1.0
Cell_31518	-1.0	-1.0
Cell_31519	-1.0	-1.0
Cell_31520	-1.0	-1.0
Cell_31521	-1.0	-1.0
Cell_31522	-1.0	-1.0
Cell_31523	-1.0	-1.0
Cell_31524	-1.0	-1.0
Cell_31525	-1.0	-1.0
Cell_31526	-1.0	-1.0
Cell_31527	-1.0	-1.0
Cell_31528	-1.0	-1.0
Cell_31529	-1.0	-1.0
Cell_31530	-1.0	-1.0
Cell_31531	-1.0	-1.0
Cell_31532	-1.0	-1.0
Cell_31533	-1.0	-1.0
Cell_31534	-1.0	-1.0
Cell_31535	-1.0	-1.0
Cell_31536	-1.0	-1.0
Cell_31537	-1.0	-1.0
Cell_31538	-1.0	-1.0
Cell_31539	-1.0	-1.0
Cell_31540	-1.0	-1.0
Cell_31541	-1.0	-1.0
Cell_31542	-1.0	-1.0
Cell_31543	-1.0	-1.0
Cell_31544	-1.0	-1.0
Cell_31545	-1.0	-1.0
Cell_31546	-1.0	-1.0
Cell_31547	-1.0	-1.0
Cell_31548	-1.0	-1.0
Cell_31549	-1.0	-1.0
Cell_31550	-1.0	-1.0
Cell_31551	-1.0	-1.0
Cell_31552	-1.0	-1.0
Cell_31553	-1.0	-1.0
Cell_31554	-1.0	-1.0
Cell_31555	-1.0	-1.0
Cell_31556	-1.0	-1.0
Cell_31557	-1.0	-1.0
Cell_31558	-1.0	-1.0
Cell_31559	-1.0	-1.0
Cell_31560	-1.0	-1.0
Cell_31561	-1.0	-1.0
Cell_31562	-1.0	-1.0
Cell_31563	-1.0	-1.0
Cell_31564	-1.0	-1.0
Cell_31565	-1.0	-1.0
Cell_31566	-1.0	-1.0
Cell_31567	-1.0	-1.0
Cell_31568	-1.0	-1.0
Cell_31569	-1.0	-1.0
Cell_31570	-1.0	-1.0
Cell_31571	-1.0	-1.0
Cell_31572	-1.0	-1.0
Cell_31573	-1.0	-1.0
Cell_31574	-1.0	-1.0
Cell_31575	-1.0	-1.0
Cell_31576	-1.0	-1.0
Cell_31577	-1.0	-1.0
Cell_31578	-1.0	-1.0
Cell_31579	-1.0	-1.0
Cell_31580	-1.0	-1.0
Cell_31581	-1.0	-1.0
Cell_31582	-1.0	-1.0
Cell_31583	-1.0	-1.0
Cell_31584	-1.0	-1.0
Cell_31585	-1.0	-1.0
Cell_31586	-1.0	-1.0
Cell_31587	-1.0	-1.0
Cell_31588	-1.0	-1.0
Cell_31589	-1.0	-1.0
Cell_31590	-1.0	-1.0
Cell_31591	-1.0	-1.0
Cell_31592	-1.0	-1.0
Cell_31593	-1.0	-1.0
Cell_31594	-1.0	-1.0
Cell_31595	-1.0	-1.0
Cell_31596	-1.0	-1.0
Cell_31597	-1.0	-1.0
Cell_31598	-1.0	-1.0
Cell_31599	-1.0	-1.0
Cell_31600	-1.0	-1.0
Cell_31601	-1.0	-1.0
Cell_31602	-1.0	-1.0
Cell_31603	-1.0	-1.0
Cell_31604	-1.0	-1.0
Cell_31605	-1.0	-1.0
Cell_31606	-1.0	-1.0
Cell_31607	-1.0	-1.0
Cell_31608	-1.0	-1.0
Cell_31609	-1.0	-1.0
Cell_31610	-1.0	-1.0
Cell_31611	-1.0	-1.0
Cell_31612	-1.0	-1.0
Cell_31613	-1.0	-1.0
Cell_31614	-1.0	-1.0
Cell_31615	-1.0	-1.0
Cell_31616	-1.0	-1.0
Cell_31617	-1.0	-1.0
Cell_31618	-1.0	-1.0
Cell_31619	-1.0	-1.0
Cell_31620	-1.0	-1.0
Cell_31621	-1.0	-1.0
Cell_31622	-1.0	-1.0
Cell_31623	-1.0	-1.0
Cell_31624	-1.0	-1.0
Cell_31625	-1.0	-1.0
Cell_31626	-1.0	-1.0
Cell_31627	-1.0	-1.0
Cell_31628	-1.0	-1.0
Cell_31629	-1.0	-1.0
Cell_31630	-1.0	-1.0
Cell_31631	-1.0	-1.0
Cell_31632	-1.0	-1.0
Cell_31633	-1.0	-1.0
Cell_31634	-1.0	-1.0
Cell_31635	-1.0	-1.0
Cell_31636	-1.0	-1.0
Cell_31637	-1.0	-1.0
Cell_31638	-1.0	-1.0
Cell_31639	-1.0	-1.0
Cell_31640	-1.0	-1.0
Cell_31641	-1.0	-1.0
Cell_31642	-1.0	-1.0
Cell_31643	-1.0	-1.0
Cell_31644	-1.0	-1.0
Cell_31645	-1.0	-1.0
Cell_31646	-1.0	-1.0
Cell_31647	-1.0	-1.0
Cell_31648	-1.0	-1.0
Cell_31649	-1.0	-1.0
Cell_31650	-1.0	-1.0
Cell_31651	-1.0	-1.0
Cell_31652	-1.0	-1.0
Cell_31653	-1.0	-1.0
Cell_31654	-1.0	-1.0
Cell_31655	-1.0	-1.0
Cell_31656	-1.0	-1.0
Cell_31657	-1.0	-1.0
Cell_31658	-1.0	-1.0
Cell_31659	-1.0	-1.0
Cell_31660	-1.0	-1.0
Cell_31661	-1.0	-1.0
Cell_31662	-1.0	-1.0
Cell_31663	-1.0	-1.0
Cell_31664	-1.0	-1.0
Cell_31665	-1.0	-1.0
Cell_31666	-1.0	-1.0
Cell_31667	-1.0	-1.0
Cell_31668	-1.0	-1.0
Cell_31669	-1.0	-1.0
Cell_31670	-1.0	-1.0
Cell_31671	-1.0	-1.0
Cell_31672	-1.0	-1.0
Cell_31673	-1.0	-1.0
Cell_31674	-1.0	-1.0
Cell_31675	-1.0	-1.0
Cell_31676	-1.0	-1.0
Cell_31677	-1.0	-1.0
Cell_31678	-1.0	-1.0
Cell_31679	-1.0	-1.0
Cell_31680	-1.0	-1.0
Cell_31681	-1.0	-1.0
Cell_31682	-1.0	-1.0
Cell_31683	-1.0	-1.0
Cell_31684	-1.0	-1.0
Cell_31685	-1.0	-1.0
Cell_31686	-1.0	-1.0
Cell_31687	-1.0	-1.0
Cell_31688	-1.0	-1.0
Cell_31689	-1.0	-1.0
Cell_31690	-1.0	-1.0
Cell_31691	-1.0	-1.0
Cell_31692	-1.0	-1.0
Cell_31693	-1.0	-1.0
Cell_31694	-1.0	-1.0
Cell_31695	-1.0	-1.0
Cell_31696	-1.0	-1.0
Cell_31697	-1.0	-1.0
Cell_31698	-1.0	-1.0
Cell_31699	-1.0	-1.0
Cell_31700	-1.0	-1.0
Cell_31701	-1.0	-1.0
Cell_31702	-1.0	-1.0
Cell_31703	-1.0	-1.0
Cell_31704	-1.0	-1.0
Cell_31705	-1.0	-1.0
Cell_31706	-1.0	-1.0
Cell_31707	-1.0	-1.0
Cell_31708	-1.0	-1.0
Cell_31709	-1.0	-1.0
Cell_31710	-1.0	-1.0
Cell_31711	-1.0	-1.0
Cell_31712	-1.0	-1.0
Cell_31713	-1.0	-1.0
Cell_31714	-1.0	-1.0
Cell_31715	-1.0	-1.0
Cell_31716	-1.0	-1.0
Cell_31717	-1.0	-1.0
Cell_31718	-1.0	-1.0
Cell_31719	-1.0	-1.0
Cell_31720	-1.0	-1.0
Cell_31721	-1.0	-1.0
Cell_31722	-1.0	-1.0
Cell_31723	-1.0	-1.0
Cell_31724	-1.0	-1.0
Cell_31725	-1.0	-1.0
Cell_31726	-1.0	-1.0
Cell_31727	-1.0	-1.0
Cell_31728	-1.0	-1.0
Cell_31729	-1.0	-1.0
Cell_31730	-1.0	-1.0
Cell_31731	-1.0	-1.0
Cell_31732	-1.0	-1.0
Cell_31733	-1.0	-1.0
Cell_31734	-1.0	-1.0
Cell_31735	-1.0	-1.0
Cell_31736	-1.0	-1.0
Cell_31737	-1.0	-1.0
Cell_31738	-1.0	-1.0
Cell_31739	-1.0	-1.0
Cell_31740	-1.0	-1.0
Cell_31741	-1.0	-1.0
Cell_31742	-1.0	-1.0
Cell_31743	-1.0	-1.0
Cell_31744	-1.0	-1.0
Cell_31745	-1.0	-1.0
Cell_31746	-1.0	-1.0
Cell_31747	-1.0	-1.0
Cell_31748	-1.0	-1.0
Cell_31749	-1.0	-1.0
Cell_31750	-1.0	-1.0
Cell_31751	-1.0	-1.0
Cell_31752	-1.0	-1.0
Cell_31753	-1.0	-1.0
Cell_31754	-1.0	-1.0
Cell_31755	-1.0	-1.0
Cell_31756	-1.0	-1.0
Cell_31757	-1.0	-1.0
Cell_31758	-1.0	-1.0
Cell_31759	-1.0	-1.0
Cell_31760	-1.0	-1.0
Cell_31761	-1.0	-1.0
Cell_31762	-1.0	-1.0
Cell_31763	-1.0	-1.0
Cell_31764	-1.0	-1.0
Cell_31765	-1.0	-1.0
Cell_31766	-1.0	-1.0
Cell_31767	-1.0	-1.0
Cell_31768	-1.0	-1.0
Cell_31769	-1.0	-1.0
Cell_31770	-1.0	-1.0
Cell_31771	-1.0	-1.0
Cell_31772	-1.0	-1.0
Cell_31773	-1.0	-1.0
Cell_31774	-1.0	-1.0
Cell_31775	-1.0	-1.0
Cell_31776	-1.0	-1.0
Cell_31777	-1.0	-1.0
Cell_31778	-1.0	-1.0
Cell_31779	-1.0	-1.0
Cell_31780	-1.0	-1.0
Cell_31781	-1.0	-1.0
Cell_31782	-1.0	-1.0
Cell_31783	-1.0	-1.0
Cell_31784	-1.0	-1.0
Cell_31785	-1.0	-1.0
Cell_31786	-1.0	-1.0
Cell_31787	-1.0	-1.0
Cell_31788	-1.0	-1.0
Cell_31789	-1.0	-1.0
Cell_31790	-1.0	-1.0
Cell_31791	-1.0	-1.0
Cell_31792	-1.0	-1.0
Cell_31793	-1.0	-1.0
Cell_31794	-1.0	-1.0
Cell_31795	-1.0	-1.0
Cell_31796	-1.0	-1.0
Cell_31797	-1.0	-1.0
Cell_31798	-1.0	-1.0
Cell_31799	-1.0	-1.0
Cell_31800	-1.0	-1.0
Cell_31801	-1.0	-1.0
Cell_31802	-1.0	-1.0
Cell_31803	-1.0	-1.0
Cell_31804	-1.0	-1.0
Cell_31805	-1.0	-1.0
Cell_31806	-1.0	-1.0
Cell_31807	-1.0	-1.0
Cell_31808	-1.0	-1.0
Cell_31809	-1.0	-1.0
Cell_31810	-1.0	-1.0
Cell_31811	-1.0	-1.0
Cell_31812	-1.0	-1.0
Cell_31813	-1.0	-1.0
Cell_31814	-1.0	-1.0
Cell_31815	-1.0	-1.0
Cell_31816	-1.0	-1.0
Cell_31817	-1.0	-1.0
Cell_31818	-1.0	-1.0
Cell_31819	-1.0	-1.0
Cell_31820	-1.0	-1.0
Cell_31821	-1.0	-1.0
Cell_31822	-1.0	-1.0
Cell_31823	-1.0	-1.0
Cell_31824	-1.0	-1.0
Cell_31825	-1.0	-1.0
Cell_31826	-1.0	-1.0
Cell_31827	-1.0	-1.0
Cell_31828	-1.0	-1.0
Cell_31829	-1.0	-1.0
Cell_31830	-1.0	-1.0
Cell_31831	-1.0	-1.0
Cell_31832	-1.0	-1.0
Cell_31833	-1.0	-1.0
Cell_31834	-1.0	-1.0
Cell_31835	-1.0	-1.0
Cell_31836	-1.0	-1.0
Cell_31837	-1.0	-1.0
Cell_31838	-1.0	-1.0
Cell_31839	-1.0	-1.0
Cell_31840	-1.0	-1.0
Cell_31841	-1.0	-1.0
Cell_31842	-1.0	-1.0
Cell_31843	-1.0	-1.0
Cell_31844	-1.0	-1.0
Cell_31845	-1.0	-1.0
Cell_31846	-1.0	-1.0
Cell_31847	-1.0	-1.0
Cell_31848	-1.0	-1.0
Cell_31849	-1.0	-1.0
Cell_31850	-1.0	-1.0
Cell_31851	-1.0	-1.0
Cell_31852	-1.0	-1.0
Cell_31853	-1.0	-1.0
Cell_31854	-1.0	-1.0
Cell_31855	-1.0	-1.0
Cell_31856	-1.0	-1.0
Cell_31857	-1.0	-1.0
Cell_31858	-1.0	-1.0
Cell_31859	-1.0	-1.0
Cell_31860	-1.0	-1.0
Cell_31861	-1.0	-1.0
Cell_31862	-1.0	-1.0
Cell_31863	-1.0	-1.0
Cell_31864	-1.0	-1.0
Cell_31865	-1.0	-1.0
Cell_31866	-1.0	-1.0
Cell_31867	-1.0	-1.0
Cell_31868	-1.0	-1.0
Cell_31869	-1.0	-1.0
Cell_31870	-1.0	-1.0
Cell_31871	-1.0	-1.0
Cell_31872	-1.0	-1.0
Cell_31873	-1.0	-1.0
Cell_31874	-1.0	-1.0
Cell_31875	-1.0	-1.0
Cell_31876	-1.0	-1.0
Cell_31877	-1.0	-1.0
Cell_31878	-1.0	-1.0
Cell_31879	-1.0	-1.0
Cell_31880	-1.0	-1.0
Cell_31881	-1.0	-1.0
Cell_31882	-1.0	-1.0
Cell_31883	-1.0	-1.0
Cell_31884	-1.0	-1.0
Cell_31885	-1.0	-1.0
Cell_31886	-1.0	-1.0
Cell_31887	-1.0	-1.0
Cell_31888	-1.0	-1.0
Cell_31889	-1.0	-1.0
Cell_31890	-1.0	-1.0
Cell_31891	-1.0	-1.0
Cell_31892	-1.0	-1.0
Cell_31893	-1.0	-1.0
Cell_31894	-1.0	-1.0
Cell_31895	-1.0	-1.0
Cell_31896	-1.0	-1.0
Cell_31897	-1.0	-1.0
Cell_31898	-1.0	-1.0
Cell_31899	-1.0	-1.0
Cell_31900	-1.0	-1.0
Cell_31901	-1.0	-1.0
Cell_31902	-1.0	-1.0
Cell_31903	-1.0	-1.0
Cell_31904	-1.0	-1.0
Cell_31905	-1.0	-1.0
Cell_31906	-1.0	-1.0
Cell_31907	-1.0	-1.0
Cell_31908	-1.0	-1.0
Cell_31909	-1.0	-1.0
Cell_31910	-1.0	-1.0
Cell_31911	-1.0	-1.0
Cell_31912	-1.0	-1.0
Cell_31913	-1.0	-1.0
Cell_31914	-1.0	-1.0
Cell_31915	-1.0	-1.0
Cell_31916	-1.0	-1.0
Cell_31917	-1.0	-1.0
Cell_31918	-1.0	-1.0
Cell_31919	-1.0	-1.0
Cell_31920	-1.0	-1.0
Cell_31921	-1.0	-1.0
Cell_31922	-1.0	-1.0
Cell_31923	-1.0	-1.0
Cell_31924	-1.0	-1.0
Cell_31925	-1.0	-1.0
Cell_31926	-1.0	-1.0
Cell_31927	-1.0	-1.0
Cell_31928	-1.0	-1.0
Cell_31929	-1.0	-1.0
Cell_31930	-1.0	-1.0
Cell_31931	-1.0	-1.0
Cell_31932	-1.0	-1.0
Cell_31933	-1.0	-1.0
Cell_31934	-1.0	-1.0
Cell_31935	-1.0	-1.0
Cell_31936	-1.0	-1.0
Cell_31937	-1.0	-1.0
Cell_31938	-1.0	-1.0
Cell_31939	-1.0	-1.0
Cell_31940	-1.0	-1.0
Cell_31941	-1.0	-1.0
Cell_31942	-1.0	-1.0
Cell_31943	-1.0	-1.0
Cell_31944	-1.0	-1.0
Cell_31945	-1.0	-1.0
Cell_31946	-1.0	-1.0
Cell_31947	-1.0	-1.0
Cell_31948	-1.0	-1.0
