	x	y	cluster
Cell_38239	191.0	39.0	10.0
Cell_38240	191.0	40.0	10.0
Cell_38241	191.0	41.0	10.0
Cell_38242	191.0	42.0	10.0
Cell_38243	191.0	43.0	10.0
Cell_38244	191.0	44.0	10.0
Cell_38245	191.0	45.0	10.0
Cell_38246	191.0	46.0	10.0
Cell_38247	191.0	47.0	10.0
Cell_38248	191.0	48.0	10.0
Cell_38249	191.0	49.0	10.0
Cell_38250	191.0	50.0	10.0
Cell_38251	191.0	51.0	10.0
Cell_38252	191.0	52.0	10.0
Cell_38253	191.0	53.0	10.0
Cell_38254	191.0	54.0	10.0
Cell_38255	191.0	55.0	10.0
Cell_38256	191.0	56.0	10.0
Cell_38257	191.0	57.0	10.0
Cell_38258	191.0	58.0	10.0
Cell_38259	191.0	59.0	10.0
Cell_38260	191.0	60.0	10.0
Cell_38261	191.0	61.0	10.0
Cell_38262	191.0	62.0	10.0
Cell_38263	191.0	63.0	10.0
Cell_38264	191.0	64.0	10.0
Cell_38265	191.0	65.0	10.0
Cell_38266	191.0	66.0	10.0
Cell_38267	191.0	67.0	10.0
Cell_38268	191.0	68.0	10.0
Cell_38269	191.0	69.0	10.0
Cell_38270	191.0	70.0	10.0
Cell_38271	191.0	71.0	10.0
Cell_38272	191.0	72.0	10.0
Cell_38273	191.0	73.0	10.0
Cell_38274	191.0	74.0	10.0
Cell_38275	191.0	75.0	10.0
Cell_38276	191.0	76.0	10.0
Cell_38277	191.0	77.0	10.0
Cell_38278	191.0	78.0	10.0
Cell_38279	191.0	79.0	10.0
Cell_38280	191.0	80.0	10.0
Cell_38281	191.0	81.0	10.0
Cell_38282	191.0	82.0	10.0
Cell_38283	191.0	83.0	10.0
Cell_38284	191.0	84.0	10.0
Cell_38285	191.0	85.0	10.0
Cell_38286	191.0	86.0	10.0
Cell_38287	191.0	87.0	10.0
Cell_38288	191.0	88.0	10.0
Cell_38289	191.0	89.0	10.0
Cell_38290	191.0	90.0	10.0
Cell_38291	191.0	91.0	10.0
Cell_38292	191.0	92.0	10.0
Cell_38293	191.0	93.0	10.0
Cell_38294	191.0	94.0	10.0
Cell_38295	191.0	95.0	10.0
Cell_38296	191.0	96.0	10.0
Cell_38297	191.0	97.0	10.0
Cell_38298	191.0	98.0	10.0
Cell_38299	191.0	99.0	10.0
Cell_38300	191.0	100.0	10.0
Cell_38301	191.0	101.0	10.0
Cell_38302	191.0	102.0	10.0
Cell_38303	191.0	103.0	10.0
Cell_38304	191.0	104.0	10.0
Cell_38305	191.0	105.0	10.0
Cell_38306	191.0	106.0	10.0
Cell_38307	191.0	107.0	10.0
Cell_38308	191.0	108.0	10.0
Cell_38309	191.0	109.0	10.0
Cell_38310	191.0	110.0	10.0
Cell_38311	191.0	111.0	10.0
Cell_38312	191.0	112.0	10.0
Cell_38313	191.0	113.0	10.0
Cell_38314	191.0	114.0	10.0
Cell_38315	191.0	115.0	10.0
Cell_38316	191.0	116.0	10.0
Cell_38317	191.0	117.0	10.0
Cell_38318	191.0	118.0	10.0
Cell_38319	191.0	119.0	10.0
Cell_38320	191.0	120.0	10.0
Cell_38321	191.0	121.0	10.0
Cell_38322	191.0	122.0	10.0
Cell_38323	191.0	123.0	10.0
Cell_38324	191.0	124.0	10.0
Cell_38325	191.0	125.0	10.0
Cell_38326	191.0	126.0	10.0
Cell_38327	191.0	127.0	10.0
Cell_38328	191.0	128.0	10.0
Cell_38329	191.0	129.0	10.0
Cell_38330	191.0	130.0	10.0
Cell_38331	191.0	131.0	10.0
Cell_38332	191.0	132.0	10.0
Cell_38333	191.0	133.0	10.0
Cell_38334	191.0	134.0	10.0
Cell_38335	191.0	135.0	10.0
Cell_38336	191.0	136.0	10.0
Cell_38337	191.0	137.0	10.0
Cell_38338	191.0	138.0	10.0
Cell_38339	191.0	139.0	10.0
Cell_38340	191.0	140.0	10.0
Cell_38341	191.0	141.0	10.0
Cell_38342	191.0	142.0	10.0
Cell_38343	191.0	143.0	10.0
Cell_38344	191.0	144.0	10.0
Cell_38345	191.0	145.0	10.0
Cell_38346	191.0	146.0	10.0
Cell_38347	191.0	147.0	10.0
Cell_38348	191.0	148.0	10.0
Cell_38349	191.0	149.0	10.0
Cell_38350	191.0	150.0	10.0
Cell_38351	191.0	151.0	10.0
Cell_38352	191.0	152.0	10.0
Cell_38353	191.0	153.0	10.0
Cell_38354	191.0	154.0	10.0
Cell_38355	191.0	155.0	10.0
Cell_38356	191.0	156.0	10.0
Cell_38357	191.0	157.0	10.0
Cell_38358	191.0	158.0	10.0
Cell_38359	191.0	159.0	10.0
Cell_38360	191.0	160.0	10.0
Cell_38361	191.0	161.0	10.0
Cell_38362	191.0	162.0	10.0
Cell_38363	191.0	163.0	10.0
Cell_38364	191.0	164.0	10.0
Cell_38365	191.0	165.0	10.0
Cell_38366	191.0	166.0	10.0
Cell_38367	191.0	167.0	10.0
Cell_38368	191.0	168.0	10.0
Cell_38369	191.0	169.0	10.0
Cell_38370	191.0	170.0	10.0
Cell_38371	191.0	171.0	10.0
Cell_38372	191.0	172.0	10.0
Cell_38373	191.0	173.0	10.0
Cell_38374	191.0	174.0	10.0
Cell_38375	191.0	175.0	10.0
Cell_38376	191.0	176.0	10.0
Cell_38377	191.0	177.0	10.0
Cell_38378	191.0	178.0	10.0
Cell_38379	191.0	179.0	10.0
Cell_38380	191.0	180.0	10.0
Cell_38381	191.0	181.0	10.0
Cell_38382	191.0	182.0	10.0
Cell_38383	191.0	183.0	10.0
Cell_38384	191.0	184.0	10.0
Cell_38385	191.0	185.0	10.0
Cell_38386	191.0	186.0	10.0
Cell_38387	191.0	187.0	10.0
Cell_38388	191.0	188.0	10.0
Cell_38389	191.0	189.0	10.0
Cell_38390	191.0	190.0	10.0
Cell_38391	191.0	191.0	10.0
Cell_38392	191.0	192.0	10.0
Cell_38393	191.0	193.0	10.0
Cell_38394	191.0	194.0	10.0
Cell_38395	191.0	195.0	10.0
Cell_38396	191.0	196.0	10.0
Cell_38397	191.0	197.0	10.0
Cell_38398	191.0	198.0	10.0
Cell_38399	191.0	199.0	10.0
Cell_38400	192.0	0.0	10.0
Cell_38401	192.0	1.0	10.0
Cell_38402	192.0	2.0	10.0
Cell_38403	192.0	3.0	10.0
Cell_38404	192.0	4.0	10.0
Cell_38405	192.0	5.0	10.0
Cell_38406	192.0	6.0	10.0
Cell_38407	192.0	7.0	10.0
Cell_38408	192.0	8.0	10.0
Cell_38409	192.0	9.0	10.0
Cell_38410	192.0	10.0	10.0
Cell_38411	192.0	11.0	10.0
Cell_38412	192.0	12.0	10.0
Cell_38413	192.0	13.0	10.0
Cell_38414	192.0	14.0	10.0
Cell_38415	192.0	15.0	10.0
Cell_38416	192.0	16.0	10.0
Cell_38417	192.0	17.0	10.0
Cell_38418	192.0	18.0	10.0
Cell_38419	192.0	19.0	10.0
Cell_38420	192.0	20.0	10.0
Cell_38421	192.0	21.0	10.0
Cell_38422	192.0	22.0	10.0
Cell_38423	192.0	23.0	10.0
Cell_38424	192.0	24.0	10.0
Cell_38425	192.0	25.0	10.0
Cell_38426	192.0	26.0	10.0
Cell_38427	192.0	27.0	10.0
Cell_38428	192.0	28.0	10.0
Cell_38429	192.0	29.0	10.0
Cell_38430	192.0	30.0	10.0
Cell_38431	192.0	31.0	10.0
Cell_38432	192.0	32.0	10.0
Cell_38433	192.0	33.0	10.0
Cell_38434	192.0	34.0	10.0
Cell_38435	192.0	35.0	10.0
Cell_38436	192.0	36.0	10.0
Cell_38437	192.0	37.0	10.0
Cell_38438	192.0	38.0	10.0
Cell_38439	192.0	39.0	10.0
Cell_38440	192.0	40.0	10.0
Cell_38441	192.0	41.0	10.0
Cell_38442	192.0	42.0	10.0
Cell_38443	192.0	43.0	10.0
Cell_38444	192.0	44.0	10.0
Cell_38445	192.0	45.0	10.0
Cell_38446	192.0	46.0	10.0
Cell_38447	192.0	47.0	10.0
Cell_38448	192.0	48.0	10.0
Cell_38449	192.0	49.0	10.0
Cell_38450	192.0	50.0	10.0
Cell_38451	192.0	51.0	10.0
Cell_38452	192.0	52.0	10.0
Cell_38453	192.0	53.0	10.0
Cell_38454	192.0	54.0	10.0
Cell_38455	192.0	55.0	10.0
Cell_38456	192.0	56.0	10.0
Cell_38457	192.0	57.0	10.0
Cell_38458	192.0	58.0	10.0
Cell_38459	192.0	59.0	10.0
Cell_38460	192.0	60.0	10.0
Cell_38461	192.0	61.0	10.0
Cell_38462	192.0	62.0	10.0
Cell_38463	192.0	63.0	10.0
Cell_38464	192.0	64.0	10.0
Cell_38465	192.0	65.0	10.0
Cell_38466	192.0	66.0	10.0
Cell_38467	192.0	67.0	10.0
Cell_38468	192.0	68.0	10.0
Cell_38469	192.0	69.0	10.0
Cell_38470	192.0	70.0	10.0
Cell_38471	192.0	71.0	10.0
Cell_38472	192.0	72.0	10.0
Cell_38473	192.0	73.0	10.0
Cell_38474	192.0	74.0	10.0
Cell_38475	192.0	75.0	10.0
Cell_38476	192.0	76.0	10.0
Cell_38477	192.0	77.0	10.0
Cell_38478	192.0	78.0	10.0
Cell_38479	192.0	79.0	10.0
Cell_38480	192.0	80.0	10.0
Cell_38481	192.0	81.0	10.0
Cell_38482	192.0	82.0	10.0
Cell_38483	192.0	83.0	10.0
Cell_38484	192.0	84.0	10.0
Cell_38485	192.0	85.0	10.0
Cell_38486	192.0	86.0	10.0
Cell_38487	192.0	87.0	10.0
Cell_38488	192.0	88.0	10.0
Cell_38489	192.0	89.0	10.0
Cell_38490	192.0	90.0	10.0
Cell_38491	192.0	91.0	10.0
Cell_38492	192.0	92.0	10.0
Cell_38493	192.0	93.0	10.0
Cell_38494	192.0	94.0	10.0
Cell_38495	192.0	95.0	10.0
Cell_38496	192.0	96.0	10.0
Cell_38497	192.0	97.0	10.0
Cell_38498	192.0	98.0	10.0
Cell_38499	192.0	99.0	10.0
Cell_38500	192.0	100.0	10.0
Cell_38501	192.0	101.0	10.0
Cell_38502	192.0	102.0	10.0
Cell_38503	192.0	103.0	10.0
Cell_38504	192.0	104.0	10.0
Cell_38505	192.0	105.0	10.0
Cell_38506	192.0	106.0	10.0
Cell_38507	192.0	107.0	10.0
Cell_38508	192.0	108.0	10.0
Cell_38509	192.0	109.0	10.0
Cell_38510	192.0	110.0	10.0
Cell_38511	192.0	111.0	10.0
Cell_38512	192.0	112.0	10.0
Cell_38513	192.0	113.0	10.0
Cell_38514	192.0	114.0	10.0
Cell_38515	192.0	115.0	10.0
Cell_38516	192.0	116.0	10.0
Cell_38517	192.0	117.0	10.0
Cell_38518	192.0	118.0	10.0
Cell_38519	192.0	119.0	10.0
Cell_38520	192.0	120.0	10.0
Cell_38521	192.0	121.0	10.0
Cell_38522	192.0	122.0	10.0
Cell_38523	192.0	123.0	10.0
Cell_38524	192.0	124.0	10.0
Cell_38525	192.0	125.0	10.0
Cell_38526	192.0	126.0	10.0
Cell_38527	192.0	127.0	10.0
Cell_38528	192.0	128.0	10.0
Cell_38529	192.0	129.0	10.0
Cell_38530	192.0	130.0	10.0
Cell_38531	192.0	131.0	10.0
Cell_38532	192.0	132.0	10.0
Cell_38533	192.0	133.0	10.0
Cell_38534	192.0	134.0	10.0
Cell_38535	192.0	135.0	10.0
Cell_38536	192.0	136.0	10.0
Cell_38537	192.0	137.0	10.0
Cell_38538	192.0	138.0	10.0
Cell_38539	192.0	139.0	10.0
Cell_38540	192.0	140.0	10.0
Cell_38541	192.0	141.0	10.0
Cell_38542	192.0	142.0	10.0
Cell_38543	192.0	143.0	10.0
Cell_38544	192.0	144.0	10.0
Cell_38545	192.0	145.0	10.0
Cell_38546	192.0	146.0	10.0
Cell_38547	192.0	147.0	10.0
Cell_38548	192.0	148.0	10.0
Cell_38549	192.0	149.0	10.0
Cell_38550	192.0	150.0	10.0
Cell_38551	192.0	151.0	10.0
Cell_38552	192.0	152.0	10.0
Cell_38553	192.0	153.0	10.0
Cell_38554	192.0	154.0	10.0
Cell_38555	192.0	155.0	10.0
Cell_38556	192.0	156.0	10.0
Cell_38557	192.0	157.0	10.0
Cell_38558	192.0	158.0	10.0
Cell_38559	192.0	159.0	10.0
Cell_38560	192.0	160.0	10.0
Cell_38561	192.0	161.0	10.0
Cell_38562	192.0	162.0	10.0
Cell_38563	192.0	163.0	10.0
Cell_38564	192.0	164.0	10.0
Cell_38565	192.0	165.0	10.0
Cell_38566	192.0	166.0	10.0
Cell_38567	192.0	167.0	10.0
Cell_38568	192.0	168.0	10.0
Cell_38569	192.0	169.0	10.0
Cell_38570	192.0	170.0	10.0
Cell_38571	192.0	171.0	10.0
Cell_38572	192.0	172.0	10.0
Cell_38573	192.0	173.0	10.0
Cell_38574	192.0	174.0	10.0
Cell_38575	192.0	175.0	10.0
Cell_38576	192.0	176.0	10.0
Cell_38577	192.0	177.0	10.0
Cell_38578	192.0	178.0	10.0
Cell_38579	192.0	179.0	10.0
Cell_38580	192.0	180.0	10.0
Cell_38581	192.0	181.0	10.0
Cell_38582	192.0	182.0	10.0
Cell_38583	192.0	183.0	10.0
Cell_38584	192.0	184.0	10.0
Cell_38585	192.0	185.0	10.0
Cell_38586	192.0	186.0	10.0
Cell_38587	192.0	187.0	10.0
Cell_38588	192.0	188.0	10.0
Cell_38589	192.0	189.0	10.0
Cell_38590	192.0	190.0	10.0
Cell_38591	192.0	191.0	10.0
Cell_38592	192.0	192.0	10.0
Cell_38593	192.0	193.0	10.0
Cell_38594	192.0	194.0	10.0
Cell_38595	192.0	195.0	10.0
Cell_38596	192.0	196.0	10.0
Cell_38597	192.0	197.0	10.0
Cell_38598	192.0	198.0	10.0
Cell_38599	192.0	199.0	10.0
Cell_38600	193.0	0.0	10.0
Cell_38601	193.0	1.0	10.0
Cell_38602	193.0	2.0	10.0
Cell_38603	193.0	3.0	10.0
Cell_38604	193.0	4.0	10.0
Cell_38605	193.0	5.0	10.0
Cell_38606	193.0	6.0	10.0
Cell_38607	193.0	7.0	10.0
Cell_38608	193.0	8.0	10.0
Cell_38609	193.0	9.0	10.0
Cell_38610	193.0	10.0	10.0
Cell_38611	193.0	11.0	10.0
Cell_38612	193.0	12.0	10.0
Cell_38613	193.0	13.0	10.0
Cell_38614	193.0	14.0	10.0
Cell_38615	193.0	15.0	10.0
Cell_38616	193.0	16.0	10.0
Cell_38617	193.0	17.0	10.0
Cell_38618	193.0	18.0	10.0
Cell_38619	193.0	19.0	10.0
Cell_38620	193.0	20.0	10.0
Cell_38621	193.0	21.0	10.0
Cell_38622	193.0	22.0	10.0
Cell_38623	193.0	23.0	10.0
Cell_38624	193.0	24.0	10.0
Cell_38625	193.0	25.0	10.0
Cell_38626	193.0	26.0	10.0
Cell_38627	193.0	27.0	10.0
Cell_38628	193.0	28.0	10.0
Cell_38629	193.0	29.0	10.0
Cell_38630	193.0	30.0	10.0
Cell_38631	193.0	31.0	10.0
Cell_38632	193.0	32.0	10.0
Cell_38633	193.0	33.0	10.0
Cell_38634	193.0	34.0	10.0
Cell_38635	193.0	35.0	10.0
Cell_38636	193.0	36.0	10.0
Cell_38637	193.0	37.0	10.0
Cell_38638	193.0	38.0	10.0
Cell_38639	193.0	39.0	10.0
Cell_38640	193.0	40.0	10.0
Cell_38641	193.0	41.0	10.0
Cell_38642	193.0	42.0	10.0
Cell_38643	193.0	43.0	10.0
Cell_38644	193.0	44.0	10.0
Cell_38645	193.0	45.0	10.0
Cell_38646	193.0	46.0	10.0
Cell_38647	193.0	47.0	10.0
Cell_38648	193.0	48.0	10.0
Cell_38649	193.0	49.0	10.0
Cell_38650	193.0	50.0	10.0
Cell_38651	193.0	51.0	10.0
Cell_38652	193.0	52.0	10.0
Cell_38653	193.0	53.0	10.0
Cell_38654	193.0	54.0	10.0
Cell_38655	193.0	55.0	10.0
Cell_38656	193.0	56.0	10.0
Cell_38657	193.0	57.0	10.0
Cell_38658	193.0	58.0	10.0
Cell_38659	193.0	59.0	10.0
Cell_38660	193.0	60.0	10.0
Cell_38661	193.0	61.0	10.0
Cell_38662	193.0	62.0	10.0
Cell_38663	193.0	63.0	10.0
Cell_38664	193.0	64.0	10.0
Cell_38665	193.0	65.0	10.0
Cell_38666	193.0	66.0	10.0
Cell_38667	193.0	67.0	10.0
Cell_38668	193.0	68.0	10.0
Cell_38669	193.0	69.0	10.0
Cell_38670	193.0	70.0	10.0
Cell_38671	193.0	71.0	10.0
Cell_38672	193.0	72.0	10.0
Cell_38673	193.0	73.0	10.0
Cell_38674	193.0	74.0	10.0
Cell_38675	193.0	75.0	10.0
Cell_38676	193.0	76.0	10.0
Cell_38677	193.0	77.0	10.0
Cell_38678	193.0	78.0	10.0
Cell_38679	193.0	79.0	10.0
Cell_38680	193.0	80.0	10.0
Cell_38681	193.0	81.0	10.0
Cell_38682	193.0	82.0	10.0
Cell_38683	193.0	83.0	10.0
Cell_38684	193.0	84.0	10.0
Cell_38685	193.0	85.0	10.0
Cell_38686	193.0	86.0	10.0
Cell_38687	193.0	87.0	10.0
Cell_38688	193.0	88.0	10.0
Cell_38689	193.0	89.0	10.0
Cell_38690	193.0	90.0	10.0
Cell_38691	193.0	91.0	10.0
Cell_38692	193.0	92.0	10.0
Cell_38693	193.0	93.0	10.0
Cell_38694	193.0	94.0	10.0
Cell_38695	193.0	95.0	10.0
Cell_38696	193.0	96.0	10.0
Cell_38697	193.0	97.0	10.0
Cell_38698	193.0	98.0	10.0
Cell_38699	193.0	99.0	10.0
Cell_38700	193.0	100.0	10.0
Cell_38701	193.0	101.0	10.0
Cell_38702	193.0	102.0	10.0
Cell_38703	193.0	103.0	10.0
Cell_38704	193.0	104.0	10.0
Cell_38705	193.0	105.0	10.0
Cell_38706	193.0	106.0	10.0
Cell_38707	193.0	107.0	10.0
Cell_38708	193.0	108.0	10.0
Cell_38709	193.0	109.0	10.0
Cell_38710	193.0	110.0	10.0
Cell_38711	193.0	111.0	10.0
Cell_38712	193.0	112.0	10.0
Cell_38713	193.0	113.0	10.0
Cell_38714	193.0	114.0	10.0
Cell_38715	193.0	115.0	10.0
Cell_38716	193.0	116.0	10.0
Cell_38717	193.0	117.0	10.0
Cell_38718	193.0	118.0	10.0
Cell_38719	193.0	119.0	10.0
Cell_38720	193.0	120.0	10.0
Cell_38721	193.0	121.0	10.0
Cell_38722	193.0	122.0	10.0
Cell_38723	193.0	123.0	10.0
Cell_38724	193.0	124.0	10.0
Cell_38725	193.0	125.0	10.0
Cell_38726	193.0	126.0	10.0
Cell_38727	193.0	127.0	10.0
Cell_38728	193.0	128.0	10.0
Cell_38729	193.0	129.0	10.0
Cell_38730	193.0	130.0	10.0
Cell_38731	193.0	131.0	10.0
Cell_38732	193.0	132.0	10.0
Cell_38733	193.0	133.0	10.0
Cell_38734	193.0	134.0	10.0
Cell_38735	193.0	135.0	10.0
Cell_38736	193.0	136.0	10.0
Cell_38737	193.0	137.0	10.0
Cell_38738	193.0	138.0	10.0
Cell_38739	193.0	139.0	10.0
Cell_38740	193.0	140.0	10.0
Cell_38741	193.0	141.0	10.0
Cell_38742	193.0	142.0	10.0
Cell_38743	193.0	143.0	10.0
Cell_38744	193.0	144.0	10.0
Cell_38745	193.0	145.0	10.0
Cell_38746	193.0	146.0	10.0
Cell_38747	193.0	147.0	10.0
Cell_38748	193.0	148.0	10.0
Cell_38749	193.0	149.0	10.0
Cell_38750	193.0	150.0	10.0
Cell_38751	193.0	151.0	10.0
Cell_38752	193.0	152.0	10.0
Cell_38753	193.0	153.0	10.0
Cell_38754	193.0	154.0	10.0
Cell_38755	193.0	155.0	10.0
Cell_38756	193.0	156.0	10.0
Cell_38757	193.0	157.0	10.0
Cell_38758	193.0	158.0	10.0
Cell_38759	193.0	159.0	10.0
Cell_38760	193.0	160.0	10.0
Cell_38761	193.0	161.0	10.0
Cell_38762	193.0	162.0	10.0
Cell_38763	193.0	163.0	10.0
Cell_38764	193.0	164.0	10.0
Cell_38765	193.0	165.0	10.0
Cell_38766	193.0	166.0	10.0
Cell_38767	193.0	167.0	10.0
Cell_38768	193.0	168.0	10.0
Cell_38769	193.0	169.0	10.0
Cell_38770	193.0	170.0	10.0
Cell_38771	193.0	171.0	10.0
Cell_38772	193.0	172.0	10.0
Cell_38773	193.0	173.0	10.0
Cell_38774	193.0	174.0	10.0
Cell_38775	193.0	175.0	10.0
Cell_38776	193.0	176.0	10.0
Cell_38777	193.0	177.0	10.0
Cell_38778	193.0	178.0	10.0
Cell_38779	193.0	179.0	10.0
Cell_38780	193.0	180.0	10.0
Cell_38781	193.0	181.0	10.0
Cell_38782	193.0	182.0	10.0
Cell_38783	193.0	183.0	10.0
Cell_38784	193.0	184.0	10.0
Cell_38785	193.0	185.0	10.0
Cell_38786	193.0	186.0	10.0
Cell_38787	193.0	187.0	10.0
Cell_38788	193.0	188.0	10.0
Cell_38789	193.0	189.0	10.0
Cell_38790	193.0	190.0	10.0
Cell_38791	193.0	191.0	10.0
Cell_38792	193.0	192.0	10.0
Cell_38793	193.0	193.0	10.0
Cell_38794	193.0	194.0	10.0
Cell_38795	193.0	195.0	10.0
Cell_38796	193.0	196.0	10.0
Cell_38797	193.0	197.0	10.0
Cell_38798	193.0	198.0	10.0
Cell_38799	193.0	199.0	10.0
Cell_38800	194.0	0.0	10.0
Cell_38801	194.0	1.0	10.0
Cell_38802	194.0	2.0	10.0
Cell_38803	194.0	3.0	10.0
Cell_38804	194.0	4.0	10.0
Cell_38805	194.0	5.0	10.0
Cell_38806	194.0	6.0	10.0
Cell_38807	194.0	7.0	10.0
Cell_38808	194.0	8.0	10.0
Cell_38809	194.0	9.0	10.0
Cell_38810	194.0	10.0	10.0
Cell_38811	194.0	11.0	10.0
Cell_38812	194.0	12.0	10.0
Cell_38813	194.0	13.0	10.0
Cell_38814	194.0	14.0	10.0
Cell_38815	194.0	15.0	10.0
Cell_38816	194.0	16.0	10.0
Cell_38817	194.0	17.0	10.0
Cell_38818	194.0	18.0	10.0
Cell_38819	194.0	19.0	10.0
Cell_38820	194.0	20.0	10.0
Cell_38821	194.0	21.0	10.0
Cell_38822	194.0	22.0	10.0
Cell_38823	194.0	23.0	10.0
Cell_38824	194.0	24.0	10.0
Cell_38825	194.0	25.0	10.0
Cell_38826	194.0	26.0	10.0
Cell_38827	194.0	27.0	10.0
Cell_38828	194.0	28.0	10.0
Cell_38829	194.0	29.0	10.0
Cell_38830	194.0	30.0	10.0
Cell_38831	194.0	31.0	10.0
Cell_38832	194.0	32.0	10.0
Cell_38833	194.0	33.0	10.0
Cell_38834	194.0	34.0	10.0
Cell_38835	194.0	35.0	10.0
Cell_38836	194.0	36.0	10.0
Cell_38837	194.0	37.0	10.0
Cell_38838	194.0	38.0	10.0
Cell_38839	194.0	39.0	10.0
Cell_38840	194.0	40.0	10.0
Cell_38841	194.0	41.0	10.0
Cell_38842	194.0	42.0	10.0
Cell_38843	194.0	43.0	10.0
Cell_38844	194.0	44.0	10.0
Cell_38845	194.0	45.0	10.0
Cell_38846	194.0	46.0	10.0
Cell_38847	194.0	47.0	10.0
Cell_38848	194.0	48.0	10.0
Cell_38849	194.0	49.0	10.0
Cell_38850	194.0	50.0	10.0
Cell_38851	194.0	51.0	10.0
Cell_38852	194.0	52.0	10.0
Cell_38853	194.0	53.0	10.0
Cell_38854	194.0	54.0	10.0
Cell_38855	194.0	55.0	10.0
Cell_38856	194.0	56.0	10.0
Cell_38857	194.0	57.0	10.0
Cell_38858	194.0	58.0	10.0
Cell_38859	194.0	59.0	10.0
Cell_38860	194.0	60.0	10.0
Cell_38861	194.0	61.0	10.0
Cell_38862	194.0	62.0	10.0
Cell_38863	194.0	63.0	10.0
Cell_38864	194.0	64.0	10.0
Cell_38865	194.0	65.0	10.0
Cell_38866	194.0	66.0	10.0
Cell_38867	194.0	67.0	10.0
Cell_38868	194.0	68.0	10.0
Cell_38869	194.0	69.0	10.0
Cell_38870	194.0	70.0	10.0
Cell_38871	194.0	71.0	10.0
Cell_38872	194.0	72.0	10.0
Cell_38873	194.0	73.0	10.0
Cell_38874	194.0	74.0	10.0
Cell_38875	194.0	75.0	10.0
Cell_38876	194.0	76.0	10.0
Cell_38877	194.0	77.0	10.0
Cell_38878	194.0	78.0	10.0
Cell_38879	194.0	79.0	10.0
Cell_38880	194.0	80.0	10.0
Cell_38881	194.0	81.0	10.0
Cell_38882	194.0	82.0	10.0
Cell_38883	194.0	83.0	10.0
Cell_38884	194.0	84.0	10.0
Cell_38885	194.0	85.0	10.0
Cell_38886	194.0	86.0	10.0
Cell_38887	194.0	87.0	10.0
Cell_38888	194.0	88.0	10.0
Cell_38889	194.0	89.0	10.0
Cell_38890	194.0	90.0	10.0
Cell_38891	194.0	91.0	10.0
Cell_38892	194.0	92.0	10.0
Cell_38893	194.0	93.0	10.0
Cell_38894	194.0	94.0	10.0
Cell_38895	194.0	95.0	10.0
Cell_38896	194.0	96.0	10.0
Cell_38897	194.0	97.0	10.0
Cell_38898	194.0	98.0	10.0
Cell_38899	194.0	99.0	10.0
Cell_38900	194.0	100.0	10.0
Cell_38901	194.0	101.0	10.0
Cell_38902	194.0	102.0	10.0
Cell_38903	194.0	103.0	10.0
Cell_38904	194.0	104.0	10.0
Cell_38905	194.0	105.0	10.0
Cell_38906	194.0	106.0	10.0
Cell_38907	194.0	107.0	10.0
Cell_38908	194.0	108.0	10.0
Cell_38909	194.0	109.0	10.0
Cell_38910	194.0	110.0	10.0
Cell_38911	194.0	111.0	10.0
Cell_38912	194.0	112.0	10.0
Cell_38913	194.0	113.0	10.0
Cell_38914	194.0	114.0	10.0
Cell_38915	194.0	115.0	10.0
Cell_38916	194.0	116.0	10.0
Cell_38917	194.0	117.0	10.0
Cell_38918	194.0	118.0	10.0
Cell_38919	194.0	119.0	10.0
Cell_38920	194.0	120.0	10.0
Cell_38921	194.0	121.0	10.0
Cell_38922	194.0	122.0	10.0
Cell_38923	194.0	123.0	10.0
Cell_38924	194.0	124.0	10.0
Cell_38925	194.0	125.0	10.0
Cell_38926	194.0	126.0	10.0
Cell_38927	194.0	127.0	10.0
Cell_38928	194.0	128.0	10.0
Cell_38929	194.0	129.0	10.0
Cell_38930	194.0	130.0	10.0
Cell_38931	194.0	131.0	10.0
Cell_38932	194.0	132.0	10.0
Cell_38933	194.0	133.0	10.0
Cell_38934	194.0	134.0	10.0
Cell_38935	194.0	135.0	10.0
Cell_38936	194.0	136.0	10.0
Cell_38937	194.0	137.0	10.0
Cell_38938	194.0	138.0	10.0
Cell_38939	194.0	139.0	10.0
Cell_38940	194.0	140.0	10.0
Cell_38941	194.0	141.0	10.0
Cell_38942	194.0	142.0	10.0
Cell_38943	194.0	143.0	10.0
Cell_38944	194.0	144.0	10.0
Cell_38945	194.0	145.0	10.0
Cell_38946	194.0	146.0	10.0
Cell_38947	194.0	147.0	10.0
Cell_38948	194.0	148.0	10.0
Cell_38949	194.0	149.0	10.0
Cell_38950	194.0	150.0	10.0
Cell_38951	194.0	151.0	10.0
Cell_38952	194.0	152.0	10.0
Cell_38953	194.0	153.0	10.0
Cell_38954	194.0	154.0	10.0
Cell_38955	194.0	155.0	10.0
Cell_38956	194.0	156.0	10.0
Cell_38957	194.0	157.0	10.0
Cell_38958	194.0	158.0	10.0
Cell_38959	194.0	159.0	10.0
Cell_38960	194.0	160.0	10.0
Cell_38961	194.0	161.0	10.0
Cell_38962	194.0	162.0	10.0
Cell_38963	194.0	163.0	10.0
Cell_38964	194.0	164.0	10.0
Cell_38965	194.0	165.0	10.0
Cell_38966	194.0	166.0	10.0
Cell_38967	194.0	167.0	10.0
Cell_38968	194.0	168.0	10.0
Cell_38969	194.0	169.0	10.0
Cell_38970	194.0	170.0	10.0
Cell_38971	194.0	171.0	10.0
Cell_38972	194.0	172.0	10.0
Cell_38973	194.0	173.0	10.0
Cell_38974	194.0	174.0	10.0
